combo,EA,HSINK,KAPPA,regime,step,J,V,Tmax,converged
64,3,4,0.08,monotone,51,6.06667,0.997015,2.51214,1
64,3,4,0.08,monotone,52,6.18333,1.00015,2.54606,1
64,3,4,0.08,monotone,53,6.3,1.00327,2.58016,1
64,3,4,0.08,monotone,54,6.41667,1.0064,2.61443,1
64,3,4,0.08,monotone,55,6.53333,1.00952,2.64888,1
64,3,4,0.08,monotone,56,6.65,1.01264,2.68351,1
64,3,4,0.08,monotone,57,6.76667,1.01575,2.71832,1
64,3,4,0.08,monotone,58,6.88333,1.01887,2.75331,1
64,3,4,0.08,monotone,59,7,1.022,2.7885,1
65,5.429,4,0.08,NDR-fold,0,0.116667,0.114576,1.00334,1
65,5.429,4,0.08,NDR-fold,1,0.233333,0.21796,1.01271,1
65,5.429,4,0.08,NDR-fold,2,0.35,0.304066,1.02661,1
65,5.429,4,0.08,NDR-fold,3,0.466667,0.372282,1.04343,1
65,5.429,4,0.08,NDR-fold,4,0.583333,0.42495,1.06197,1
65,5.429,4,0.08,NDR-fold,5,0.7,0.465181,1.08141,1
65,5.429,4,0.08,NDR-fold,6,0.816667,0.49582,1.10123,1
65,5.429,4,0.08,NDR-fold,7,0.933333,0.51916,1.12114,1
65,5.429,4,0.08,NDR-fold,8,1.05,0.536954,1.14095,1
65,5.429,4,0.08,NDR-fold,9,1.16667,0.550514,1.16057,1
65,5.429,4,0.08,NDR-fold,10,1.28333,0.560821,1.17993,1
65,5.429,4,0.08,NDR-fold,11,1.4,0.568608,1.19901,1
65,5.429,4,0.08,NDR-fold,12,1.51667,0.574427,1.2178,1
65,5.429,4,0.08,NDR-fold,13,1.63333,0.578699,1.2363,1
65,5.429,4,0.08,NDR-fold,14,1.75,0.581745,1.25451,1
65,5.429,4,0.08,NDR-fold,15,1.86667,0.583815,1.27245,1
65,5.429,4,0.08,NDR-fold,16,1.98333,0.585103,1.29011,1
65,5.429,4,0.08,NDR-fold,17,2.1,0.585762,1.30752,1
65,5.429,4,0.08,NDR-fold,18,2.21667,0.585913,1.32469,1
65,5.429,4,0.08,NDR-fold,19,2.33333,0.585654,1.34163,1
65,5.429,4,0.08,NDR-fold,20,2.45,0.585061,1.35835,1
65,5.429,4,0.08,NDR-fold,21,2.56667,0.584199,1.37486,1
65,5.429,4,0.08,NDR-fold,22,2.68333,0.583119,1.39118,1
65,5.429,4,0.08,NDR-fold,23,2.8,0.581861,1.4073,1
65,5.429,4,0.08,NDR-fold,24,2.91667,0.580462,1.42325,1
65,5.429,4,0.08,NDR-fold,25,3.03333,0.578948,1.43904,1
65,5.429,4,0.08,NDR-fold,26,3.15,0.577344,1.45466,1
65,5.429,4,0.08,NDR-fold,27,3.26667,0.575669,1.47013,1
65,5.429,4,0.08,NDR-fold,28,3.38333,0.573939,1.48546,1
65,5.429,4,0.08,NDR-fold,29,3.5,0.572168,1.50065,1
65,5.429,4,0.08,NDR-fold,30,3.61667,0.570367,1.51571,1
65,5.429,4,0.08,NDR-fold,31,3.73333,0.568546,1.53064,1
65,5.429,4,0.08,NDR-fold,32,3.85,0.566711,1.54546,1
65,5.429,4,0.08,NDR-fold,33,3.96667,0.564871,1.56016,1
65,5.429,4,0.08,NDR-fold,34,4.08333,0.563031,1.57476,1
65,5.429,4,0.08,NDR-fold,35,4.2,0.561194,1.58925,1
65,5.429,4,0.08,NDR-fold,36,4.31667,0.559366,1.60365,1
65,5.429,4,0.08,NDR-fold,37,4.43333,0.557549,1.61795,1
65,5.429,4,0.08,NDR-fold,38,4.55,0.555746,1.63216,1
65,5.429,4,0.08,NDR-fold,39,4.66667,0.55396,1.64629,1
65,5.429,4,0.08,NDR-fold,40,4.78333,0.552192,1.66033,1
65,5.429,4,0.08,NDR-fold,41,4.9,0.550444,1.67429,1
65,5.429,4,0.08,NDR-fold,42,5.01667,0.548716,1.68818,1
65,5.429,4,0.08,NDR-fold,43,5.13333,0.547011,1.702,1
65,5.429,4,0.08,NDR-fold,44,5.25,0.545328,1.71574,1
65,5.429,4,0.08,NDR-fold,45,5.36667,0.543669,1.72942,1
65,5.429,4,0.08,NDR-fold,46,5.48333,0.542034,1.74304,1
65,5.429,4,0.08,NDR-fold,47,5.6,0.540422,1.75659,1
65,5.429,4,0.08,NDR-fold,48,5.71667,0.538836,1.77009,1
65,5.429,4,0.08,NDR-fold,49,5.83333,0.537273,1.78352,1
65,5.429,4,0.08,NDR-fold,50,5.95,0.535735,1.79691,1
65,5.429,4,0.08,NDR-fold,51,6.06667,0.534222,1.81024,1
65,5.429,4,0.08,NDR-fold,52,6.18333,0.532733,1.82352,1
65,5.429,4,0.08,NDR-fold,53,6.3,0.531269,1.83675,1
65,5.429,4,0.08,NDR-fold,54,6.41667,0.529828,1.84993,1
65,5.429,4,0.08,NDR-fold,55,6.53333,0.528411,1.86307,1
65,5.429,4,0.08,NDR-fold,56,6.65,0.527019,1.87617,1
65,5.429,4,0.08,NDR-fold,57,6.76667,0.525649,1.88922,1
65,5.429,4,0.08,NDR-fold,58,6.88333,0.524303,1.90224,1
65,5.429,4,0.08,NDR-fold,59,7,0.522979,1.91521,1
66,7.857,4,0.08,NDR-fold,0,0.116667,0.113676,1.00332,1
66,7.857,4,0.08,NDR-fold,1,0.233333,0.211981,1.01237,1
66,7.857,4,0.08,NDR-fold,2,0.35,0.288446,1.02524,1
66,7.857,4,0.08,NDR-fold,3,0.466667,0.344482,1.04019,1
66,7.857,4,0.08,NDR-fold,4,0.583333,0.384399,1.05606,1
66,7.857,4,0.08,NDR-fold,5,0.7,0.412457,1.07218,1
66,7.857,4,0.08,NDR-fold,6,0.816667,0.431993,1.0882,1
66,7.857,4,0.08,NDR-fold,7,0.933333,0.445426,1.10393,1
66,7.857,4,0.08,NDR-fold,8,1.05,0.454463,1.1193,1
66,7.857,4,0.08,NDR-fold,9,1.16667,0.460307,1.13426,1
66,7.857,4,0.08,NDR-fold,10,1.28333,0.46381,1.14881,1
66,7.857,4,0.08,NDR-fold,11,1.4,0.46558,1.16295,1
66,7.857,4,0.08,NDR-fold,12,1.51667,0.46606,1.17671,1
66,7.857,4,0.08,NDR-fold,13,1.63333,0.465574,1.19011,1
66,7.857,4,0.08,NDR-fold,14,1.75,0.464361,1.20316,1
66,7.857,4,0.08,NDR-fold,15,1.86667,0.462602,1.21588,1
66,7.857,4,0.08,NDR-fold,16,1.98333,0.460432,1.2283,1
66,7.857,4,0.08,NDR-fold,17,2.1,0.457956,1.24043,1
66,7.857,4,0.08,NDR-fold,18,2.21667,0.455254,1.25229,1
66,7.857,4,0.08,NDR-fold,19,2.33333,0.452386,1.26389,1
66,7.857,4,0.08,NDR-fold,20,2.45,0.449401,1.27526,1
66,7.857,4,0.08,NDR-fold,21,2.56667,0.446337,1.2864,1
66,7.857,4,0.08,NDR-fold,22,2.68333,0.443223,1.29733,1
66,7.857,4,0.08,NDR-fold,23,2.8,0.440081,1.30806,1
66,7.857,4,0.08,NDR-fold,24,2.91667,0.436931,1.3186,1
66,7.857,4,0.08,NDR-fold,25,3.03333,0.433786,1.32895,1
66,7.857,4,0.08,NDR-fold,26,3.15,0.430657,1.33914,1
66,7.857,4,0.08,NDR-fold,27,3.26667,0.427553,1.34917,1
66,7.857,4,0.08,NDR-fold,28,3.38333,0.424481,1.35904,1
66,7.857,4,0.08,NDR-fold,29,3.5,0.421446,1.36876,1
66,7.857,4,0.08,NDR-fold,30,3.61667,0.418452,1.37835,1
66,7.857,4,0.08,NDR-fold,31,3.73333,0.415502,1.3878,1
66,7.857,4,0.08,NDR-fold,32,3.85,0.412599,1.39713,1
66,7.857,4,0.08,NDR-fold,33,3.96667,0.409743,1.40633,1
66,7.857,4,0.08,NDR-fold,34,4.08333,0.406936,1.41541,1
66,7.857,4,0.08,NDR-fold,35,4.2,0.404178,1.42439,1
66,7.857,4,0.08,NDR-fold,36,4.31667,0.40147,1.43325,1
66,7.857,4,0.08,NDR-fold,37,4.43333,0.398811,1.44202,1
66,7.857,4,0.08,NDR-fold,38,4.55,0.396201,1.45068,1
66,7.857,4,0.08,NDR-fold,39,4.66667,0.393641,1.45925,1
66,7.857,4,0.08,NDR-fold,40,4.78333,0.391128,1.46772,1
66,7.857,4,0.08,NDR-fold,41,4.9,0.388663,1.47611,1
66,7.857,4,0.08,NDR-fold,42,5.01667,0.386244,1.48441,1
66,7.857,4,0.08,NDR-fold,43,5.13333,0.383872,1.49264,1
66,7.857,4,0.08,NDR-fold,44,5.25,0.381544,1.50078,1
66,7.857,4,0.08,NDR-fold,45,5.36667,0.37926,1.50884,1
66,7.857,4,0.08,NDR-fold,46,5.48333,0.37702,1.51683,1
66,7.857,4,0.08,NDR-fold,47,5.6,0.374821,1.52475,1
66,7.857,4,0.08,NDR-fold,48,5.71667,0.372664,1.5326,1
66,7.857,4,0.08,NDR-fold,49,5.83333,0.370547,1.54038,1
66,7.857,4,0.08,NDR-fold,50,5.95,0.368469,1.5481,1
66,7.857,4,0.08,NDR-fold,51,6.06667,0.36643,1.55575,1
66,7.857,4,0.08,NDR-fold,52,6.18333,0.364427,1.56334,1
66,7.857,4,0.08,NDR-fold,53,6.3,0.362461,1.57088,1
66,7.857,4,0.08,NDR-fold,54,6.41667,0.360531,1.57835,1
66,7.857,4,0.08,NDR-fold,55,6.53333,0.358635,1.58577,1
66,7.857,4,0.08,NDR-fold,56,6.65,0.356774,1.59314,1
66,7.857,4,0.08,NDR-fold,57,6.76667,0.354944,1.60045,1
66,7.857,4,0.08,NDR-fold,58,6.88333,0.353148,1.60771,1
66,7.857,4,0.08,NDR-fold,59,7,0.351382,1.61492,1
67,10.29,4,0.08,NDR-fold,0,0.116667,0.112797,1.00329,1
67,10.29,4,0.08,NDR-fold,1,0.233333,0.206453,1.01204,1
67,10.29,4,0.08,NDR-fold,2,0.35,0.274884,1.02405,1
67,10.29,4,0.08,NDR-fold,3,0.466667,0.321681,1.03753,1
67,10.29,4,0.08,NDR-fold,4,0.583333,0.352693,1.05143,1
67,10.29,4,0.08,NDR-fold,5,0.7,0.372822,1.06524,1
67,10.29,4,0.08,NDR-fold,6,0.816667,0.385547,1.07872,1
67,10.29,4,0.08,NDR-fold,7,0.933333,0.393215,1.09175,1
67,10.29,4,0.08,NDR-fold,8,1.05,0.397396,1.10432,1
67,10.29,4,0.08,NDR-fold,9,1.16667,0.399147,1.11642,1
67,10.29,4,0.08,NDR-fold,10,1.28333,0.399192,1.12807,1
67,10.29,4,0.08,NDR-fold,11,1.4,0.39803,1.13931,1
67,10.29,4,0.08,NDR-fold,12,1.51667,0.396014,1.15016,1
67,10.29,4,0.08,NDR-fold,13,1.63333,0.393392,1.16064,1
67,10.29,4,0.08,NDR-fold,14,1.75,0.390346,1.17078,1
67,10.29,4,0.08,NDR-fold,15,1.86667,0.387008,1.1806,1
67,10.29,4,0.08,NDR-fold,16,1.98333,0.383473,1.19014,1
67,10.29,4,0.08,NDR-fold,17,2.1,0.379813,1.1994,1
67,10.29,4,0.08,NDR-fold,18,2.21667,0.376082,1.20841,1
67,10.29,4,0.08,NDR-fold,19,2.33333,0.372318,1.21719,1
67,10.29,4,0.08,NDR-fold,20,2.45,0.368551,1.22574,1
67,10.29,4,0.08,NDR-fold,21,2.56667,0.364803,1.23408,1
67,10.29,4,0.08,NDR-fold,22,2.68333,0.361091,1.24223,1
67,10.29,4,0.08,NDR-fold,23,2.8,0.357426,1.2502,1
67,10.29,4,0.08,NDR-fold,24,2.91667,0.353817,1.25799,1
67,10.29,4,0.08,NDR-fold,25,3.03333,0.350271,1.26562,1
67,10.29,4,0.08,NDR-fold,26,3.15,0.346791,1.2731,1
67,10.29,4,0.08,NDR-fold,27,3.26667,0.343381,1.28043,1
67,10.29,4,0.08,NDR-fold,28,3.38333,0.340042,1.28762,1
67,10.29,4,0.08,NDR-fold,29,3.5,0.336775,1.29468,1
67,10.29,4,0.08,NDR-fold,30,3.61667,0.33358,1.30161,1
67,10.29,4,0.08,NDR-fold,31,3.73333,0.330457,1.30843,1
67,10.29,4,0.08,NDR-fold,32,3.85,0.327404,1.31513,1
67,10.29,4,0.08,NDR-fold,33,3.96667,0.324422,1.32172,1
67,10.29,4,0.08,NDR-fold,34,4.08333,0.321508,1.32821,1
67,10.29,4,0.08,NDR-fold,35,4.2,0.318661,1.33459,1
67,10.29,4,0.08,NDR-fold,36,4.31667,0.315879,1.34089,1
67,10.29,4,0.08,NDR-fold,37,4.43333,0.313161,1.34709,1
67,10.29,4,0.08,NDR-fold,38,4.55,0.310505,1.3532,1
67,10.29,4,0.08,NDR-fold,39,4.66667,0.30791,1.35923,1
67,10.29,4,0.08,NDR-fold,40,4.78333,0.305373,1.36518,1
67,10.29,4,0.08,NDR-fold,41,4.9,0.302893,1.37104,1
67,10.29,4,0.08,NDR-fold,42,5.01667,0.300468,1.37684,1
67,10.29,4,0.08,NDR-fold,43,5.13333,0.298097,1.38256,1
67,10.29,4,0.08,NDR-fold,44,5.25,0.295778,1.38821,1
67,10.29,4,0.08,NDR-fold,45,5.36667,0.29351,1.39379,1
67,10.29,4,0.08,NDR-fold,46,5.48333,0.29129,1.39931,1
67,10.29,4,0.08,NDR-fold,47,5.6,0.289117,1.40476,1
67,10.29,4,0.08,NDR-fold,48,5.71667,0.28699,1.41016,1
67,10.29,4,0.08,NDR-fold,49,5.83333,0.284908,1.41549,1
67,10.29,4,0.08,NDR-fold,50,5.95,0.282869,1.42077,1
67,10.29,4,0.08,NDR-fold,51,6.06667,0.280871,1.42599,1
67,10.29,4,0.08,NDR-fold,52,6.18333,0.278914,1.43115,1
67,10.29,4,0.08,NDR-fold,53,6.3,0.276996,1.43627,1
67,10.29,4,0.08,NDR-fold,54,6.41667,0.275116,1.44133,1
67,10.29,4,0.08,NDR-fold,55,6.53333,0.273273,1.44635,1
67,10.29,4,0.08,NDR-fold,56,6.65,0.271466,1.45131,1
67,10.29,4,0.08,NDR-fold,57,6.76667,0.269694,1.45623,1
67,10.29,4,0.08,NDR-fold,58,6.88333,0.267955,1.46111,1
67,10.29,4,0.08,NDR-fold,59,7,0.266249,1.46594,1
68,12.71,4,0.08,NDR-fold,0,0.116667,0.111938,1.00326,1
68,12.71,4,0.08,NDR-fold,1,0.233333,0.201319,1.01174,1
68,12.71,4,0.08,NDR-fold,2,0.35,0.262953,1.02301,1
68,12.71,4,0.08,NDR-fold,3,0.466667,0.302526,1.03529,1
68,12.71,4,0.08,NDR-fold,4,0.583333,0.327018,1.04769,1
68,12.71,4,0.08,NDR-fold,5,0.7,0.341652,1.05979,1
68,12.71,4,0.08,NDR-fold,6,0.816667,0.349873,1.07143,1
68,12.71,4,0.08,NDR-fold,7,0.933333,0.353887,1.08257,1
68,12.71,4,0.08,NDR-fold,8,1.05,0.355109,1.09322,1
68,12.71,4,0.08,NDR-fold,9,1.16667,0.354463,1.10338,1
68,12.71,4,0.08,NDR-fold,10,1.28333,0.352558,1.11311,1
68,12.71,4,0.08,NDR-fold,11,1.4,0.349807,1.12243,1
68,12.71,4,0.08,NDR-fold,12,1.51667,0.346492,1.13138,1
68,12.71,4,0.08,NDR-fold,13,1.63333,0.342808,1.13998,1
68,12.71,4,0.08,NDR-fold,14,1.75,0.338893,1.14827,1
68,12.71,4,0.08,NDR-fold,15,1.86667,0.334844,1.15626,1
68,12.71,4,0.08,NDR-fold,16,1.98333,0.330729,1.16399,1
68,12.71,4,0.08,NDR-fold,17,2.1,0.326599,1.17146,1
68,12.71,4,0.08,NDR-fold,18,2.21667,0.322488,1.17871,1
68,12.71,4,0.08,NDR-fold,19,2.33333,0.318421,1.18575,1
68,12.71,4,0.08,NDR-fold,20,2.45,0.314416,1.19258,1
68,12.71,4,0.08,NDR-fold,21,2.56667,0.310485,1.19923,1
68,12.71,4,0.08,NDR-fold,22,2.68333,0.306636,1.2057,1
68,12.71,4,0.08,NDR-fold,23,2.8,0.302875,1.21201,1
68,12.71,4,0.08,NDR-fold,24,2.91667,0.299203,1.21817,1
68,12.71,4,0.08,NDR-fold,25,3.03333,0.295623,1.22418,1
68,12.71,4,0.08,NDR-fold,26,3.15,0.292135,1.23006,1
68,12.71,4,0.08,NDR-fold,27,3.26667,0.288738,1.2358,1
68,12.71,4,0.08,NDR-fold,28,3.38333,0.285431,1.24143,1
68,12.71,4,0.08,NDR-fold,29,3.5,0.282212,1.24694,1
68,12.71,4,0.08,NDR-fold,30,3.61667,0.279079,1.25233,1
68,12.71,4,0.08,NDR-fold,31,3.73333,0.27603,1.25763,1
68,12.71,4,0.08,NDR-fold,32,3.85,0.273062,1.26282,1
68,12.71,4,0.08,NDR-fold,33,3.96667,0.270172,1.26792,1
68,12.71,4,0.08,NDR-fold,34,4.08333,0.267359,1.27293,1
68,12.71,4,0.08,NDR-fold,35,4.2,0.26462,1.27785,1
68,12.71,4,0.08,NDR-fold,36,4.31667,0.261952,1.28269,1
68,12.71,4,0.08,NDR-fold,37,4.43333,0.259352,1.28745,1
68,12.71,4,0.08,NDR-fold,38,4.55,0.256819,1.29213,1
68,12.71,4,0.08,NDR-fold,39,4.66667,0.25435,1.29674,1
68,12.71,4,0.08,NDR-fold,40,4.78333,0.251942,1.30128,1
68,12.71,4,0.08,NDR-fold,41,4.9,0.249594,1.30575,1
68,12.71,4,0.08,NDR-fold,42,5.01667,0.247303,1.31016,1
68,12.71,4,0.08,NDR-fold,43,5.13333,0.245068,1.3145,1
68,12.71,4,0.08,NDR-fold,44,5.25,0.242885,1.31879,1
68,12.71,4,0.08,NDR-fold,45,5.36667,0.240755,1.32301,1
68,12.71,4,0.08,NDR-fold,46,5.48333,0.238674,1.32718,1
68,12.71,4,0.08,NDR-fold,47,5.6,0.23664,1.3313,1
68,12.71,4,0.08,NDR-fold,48,5.71667,0.234653,1.33536,1
68,12.71,4,0.08,NDR-fold,49,5.83333,0.232711,1.33937,1
68,12.71,4,0.08,NDR-fold,50,5.95,0.230811,1.34333,1
68,12.71,4,0.08,NDR-fold,51,6.06667,0.228954,1.34725,1
68,12.71,4,0.08,NDR-fold,52,6.18333,0.227136,1.35111,1
68,12.71,4,0.08,NDR-fold,53,6.3,0.225357,1.35494,1
68,12.71,4,0.08,NDR-fold,54,6.41667,0.223616,1.35872,1
68,12.71,4,0.08,NDR-fold,55,6.53333,0.221911,1.36246,1
68,12.71,4,0.08,NDR-fold,56,6.65,0.220242,1.36615,1
68,12.71,4,0.08,NDR-fold,57,6.76667,0.218606,1.36981,1
68,12.71,4,0.08,NDR-fold,58,6.88333,0.217004,1.37343,1
68,12.71,4,0.08,NDR-fold,59,7,0.215433,1.37701,1
69,15.14,4,0.08,NDR-fold,0,0.116667,0.111098,1.00324,1
69,15.14,4,0.08,NDR-fold,1,0.233333,0.196533,1.01146,1
69,15.14,4,0.08,NDR-fold,2,0.35,0.252345,1.02208,1
69,15.14,4,0.08,NDR-fold,3,0.466667,0.28613,1.03338,1
69,15.14,4,0.08,NDR-fold,4,0.583333,0.305677,1.04458,1
69,15.14,4,0.08,NDR-fold,5,0.7,0.316328,1.05536,1
69,15.14,4,0.08,NDR-fold,6,0.816667,0.321412,1.06562,1
69,15.14,4,0.08,NDR-fold,7,0.933333,0.322972,1.07536,1
69,15.14,4,0.08,NDR-fold,8,1.05,0.322278,1.0846,1
69,15.14,4,0.08,NDR-fold,9,1.16667,0.320132,1.09337,1
69,15.14,4,0.08,NDR-fold,10,1.28333,0.317055,1.10172,1
69,15.14,4,0.08,NDR-fold,11,1.4,0.313389,1.10969,1
69,15.14,4,0.08,NDR-fold,12,1.51667,0.30936,1.1173,1
69,15.14,4,0.08,NDR-fold,13,1.63333,0.305124,1.12459,1
69,15.14,4,0.08,NDR-fold,14,1.75,0.300786,1.13159,1
69,15.14,4,0.08,NDR-fold,15,1.86667,0.296418,1.13833,1
69,15.14,4,0.08,NDR-fold,16,1.98333,0.292069,1.14482,1
69,15.14,4,0.08,NDR-fold,17,2.1,0.287773,1.15108,1
69,15.14,4,0.08,NDR-fold,18,2.21667,0.283554,1.15714,1
69,15.14,4,0.08,NDR-fold,19,2.33333,0.279425,1.163,1
69,15.14,4,0.08,NDR-fold,20,2.45,0.275397,1.16868,1
69,15.14,4,0.08,NDR-fold,21,2.56667,0.271474,1.1742,1
69,15.14,4,0.08,NDR-fold,22,2.68333,0.267661,1.17956,1
69,15.14,4,0.08,NDR-fold,23,2.8,0.263957,1.18477,1
69,15.14,4,0.08,NDR-fold,24,2.91667,0.260361,1.18985,1
69,15.14,4,0.08,NDR-fold,25,3.03333,0.256873,1.1948,1
69,15.14,4,0.08,NDR-fold,26,3.15,0.253489,1.19962,1
69,15.14,4,0.08,NDR-fold,27,3.26667,0.250207,1.20434,1
69,15.14,4,0.08,NDR-fold,28,3.38333,0.247023,1.20894,1
69,15.14,4,0.08,NDR-fold,29,3.5,0.243936,1.21344,1
69,15.14,4,0.08,NDR-fold,30,3.61667,0.24094,1.21785,1
69,15.14,4,0.08,NDR-fold,31,3.73333,0.238032,1.22216,1
69,15.14,4,0.08,NDR-fold,32,3.85,0.23521,1.22639,1
69,15.14,4,0.08,NDR-fold,33,3.96667,0.23247,1.23053,1
69,15.14,4,0.08,NDR-fold,34,4.08333,0.229808,1.2346,1
69,15.14,4,0.08,NDR-fold,35,4.2,0.227222,1.23858,1
69,15.14,4,0.08,NDR-fold,36,4.31667,0.224709,1.2425,1
69,15.14,4,0.08,NDR-fold,37,4.43333,0.222265,1.24634,1
69,15.14,4,0.08,NDR-fold,38,4.55,0.219888,1.25012,1
69,15.14,4,0.08,NDR-fold,39,4.66667,0.217576,1.25384,1
69,15.14,4,0.08,NDR-fold,40,4.78333,0.215324,1.25749,1
69,15.14,4,0.08,NDR-fold,41,4.9,0.213132,1.26109,1
69,15.14,4,0.08,NDR-fold,42,5.01667,0.210997,1.26463,1
69,15.14,4,0.08,NDR-fold,43,5.13333,0.208917,1.26811,1
69,15.14,4,0.08,NDR-fold,44,5.25,0.206889,1.27154,1
69,15.14,4,0.08,NDR-fold,45,5.36667,0.204911,1.27492,1
69,15.14,4,0.08,NDR-fold,46,5.48333,0.202982,1.27825,1
69,15.14,4,0.08,NDR-fold,47,5.6,0.2011,1.28154,1
69,15.14,4,0.08,NDR-fold,48,5.71667,0.199263,1.28478,1
69,15.14,4,0.08,NDR-fold,49,5.83333,0.197469,1.28798,1
69,15.14,4,0.08,NDR-fold,50,5.95,0.195717,1.29113,1
69,15.14,4,0.08,NDR-fold,51,6.06667,0.194005,1.29424,1
69,15.14,4,0.08,NDR-fold,52,6.18333,0.192332,1.29731,1
69,15.14,4,0.08,NDR-fold,53,6.3,0.190697,1.30035,1
69,15.14,4,0.08,NDR-fold,54,6.41667,0.189098,1.30334,1
69,15.14,4,0.08,NDR-fold,55,6.53333,0.187533,1.3063,1
69,15.14,4,0.08,NDR-fold,56,6.65,0.186002,1.30923,1
69,15.14,4,0.08,NDR-fold,57,6.76667,0.184504,1.31212,1
69,15.14,4,0.08,NDR-fold,58,6.88333,0.183037,1.31498,1
69,15.14,4,0.08,NDR-fold,59,7,0.181601,1.3178,1
70,17.57,4,0.08,NDR-fold,0,0.116667,0.110276,1.00322,1
70,17.57,4,0.08,NDR-fold,1,0.233333,0.192057,1.0112,1
70,17.57,4,0.08,NDR-fold,2,0.35,0.242828,1.02125,1
70,17.57,4,0.08,NDR-fold,3,0.466667,0.271886,1.03172,1
70,17.57,4,0.08,NDR-fold,4,0.583333,0.287579,1.04194,1
70,17.57,4,0.08,NDR-fold,5,0.7,0.295245,1.05167,1
70,17.57,4,0.08,NDR-fold,6,0.816667,0.298058,1.06085,1
70,17.57,4,0.08,NDR-fold,7,0.933333,0.297899,1.06951,1
70,17.57,4,0.08,NDR-fold,8,1.05,0.295908,1.07768,1
70,17.57,4,0.08,NDR-fold,9,1.16667,0.292785,1.0854,1
70,17.57,4,0.08,NDR-fold,10,1.28333,0.288975,1.09271,1
70,17.57,4,0.08,NDR-fold,11,1.4,0.284763,1.09967,1
70,17.57,4,0.08,NDR-fold,12,1.51667,0.280336,1.10629,1
70,17.57,4,0.08,NDR-fold,13,1.63333,0.275814,1.11262,1
70,17.57,4,0.08,NDR-fold,14,1.75,0.271281,1.11869,1
70,17.57,4,0.08,NDR-fold,15,1.86667,0.266788,1.1245,1
70,17.57,4,0.08,NDR-fold,16,1.98333,0.262372,1.13009,1
70,17.57,4,0.08,NDR-fold,17,2.1,0.258055,1.13548,1
70,17.57,4,0.08,NDR-fold,18,2.21667,0.25385,1.14068,1
70,17.57,4,0.08,NDR-fold,19,2.33333,0.249765,1.1457,1
70,17.57,4,0.08,NDR-fold,20,2.45,0.245805,1.15056,1
70,17.57,4,0.08,NDR-fold,21,2.56667,0.24197,1.15526,1
70,17.57,4,0.08,NDR-fold,22,2.68333,0.238259,1.15983,1
70,17.57,4,0.08,NDR-fold,23,2.8,0.234671,1.16427,1
70,17.57,4,0.08,NDR-fold,24,2.91667,0.2312,1.16858,1
70,17.57,4,0.08,NDR-fold,25,3.03333,0.227845,1.17278,1
70,17.57,4,0.08,NDR-fold,26,3.15,0.224602,1.17687,1
70,17.57,4,0.08,NDR-fold,27,3.26667,0.221464,1.18086,1
70,17.57,4,0.08,NDR-fold,28,3.38333,0.21843,1.18476,1
70,17.57,4,0.08,NDR-fold,29,3.5,0.215493,1.18856,1
70,17.57,4,0.08,NDR-fold,30,3.61667,0.212651,1.19227,1
70,17.57,4,0.08,NDR-fold,31,3.73333,0.209898,1.19591,1
70,17.57,4,0.08,NDR-fold,32,3.85,0.207232,1.19946,1
70,17.57,4,0.08,NDR-fold,33,3.96667,0.204648,1.20294,1
70,17.57,4,0.08,NDR-fold,34,4.08333,0.202143,1.20635,1
70,17.57,4,0.08,NDR-fold,35,4.2,0.199712,1.2097,1
70,17.57,4,0.08,NDR-fold,36,4.31667,0.197354,1.21298,1
70,17.57,4,0.08,NDR-fold,37,4.43333,0.195065,1.2162,1
70,17.57,4,0.08,NDR-fold,38,4.55,0.192841,1.21936,1
70,17.57,4,0.08,NDR-fold,39,4.66667,0.19068,1.22246,1
70,17.57,4,0.08,NDR-fold,40,4.78333,0.18858,1.22551,1
70,17.57,4,0.08,NDR-fold,41,4.9,0.186537,1.22851,1
70,17.57,4,0.08,NDR-fold,42,5.01667,0.18455,1.23146,1
70,17.57,4,0.08,NDR-fold,43,5.13333,0.182615,1.23436,1
70,17.57,4,0.08,NDR-fold,44,5.25,0.180732,1.23721,1
70,17.57,4,0.08,NDR-fold,45,5.36667,0.178897,1.24002,1
70,17.57,4,0.08,NDR-fold,46,5.48333,0.177109,1.24279,1
70,17.57,4,0.08,NDR-fold,47,5.6,0.175366,1.24551,1
70,17.57,4,0.08,NDR-fold,48,5.71667,0.173667,1.2482,1
70,17.57,4,0.08,NDR-fold,49,5.83333,0.172009,1.25085,1
70,17.57,4,0.08,NDR-fold,50,5.95,0.170391,1.25346,1
70,17.57,4,0.08,NDR-fold,51,6.06667,0.168812,1.25603,1
70,17.57,4,0.08,NDR-fold,52,6.18333,0.167269,1.25857,1
70,17.57,4,0.08,NDR-fold,53,6.3,0.165763,1.26108,1
70,17.57,4,0.08,NDR-fold,54,6.41667,0.16429,1.26355,1
70,17.57,4,0.08,NDR-fold,55,6.53333,0.162851,1.26599,1
70,17.57,4,0.08,NDR-fold,56,6.65,0.161444,1.2684,1
70,17.57,4,0.08,NDR-fold,57,6.76667,0.160068,1.27078,1
70,17.57,4,0.08,NDR-fold,58,6.88333,0.158721,1.27313,1
70,17.57,4,0.08,NDR-fold,59,7,0.157404,1.27546,1
71,20,4,0.08,NDR-fold,0,0.116667,0.109472,1.00319,1
71,20,4,0.08,NDR-fold,1,0.233333,0.187856,1.01096,1
71,20,4,0.08,NDR-fold,2,0.35,0.234223,1.02049,1
